Index,Track URI,Artist Name,Track Name,Release Date,Danceability,Energy,Key,Loudness,Mode,Speechiness,Accousticness,Instrumentalness,Liveness,Valence,Tempo,popularity
59,spotify:track:3cphb8kdsjElYR7r5icK3H,Niall Horan,Nice To Meet Ya,2019-10-04,0.591,0.841,4,-4.351,0,0.0304,0.0119,0,0.395,0.392,109.034,76
60,spotify:track:70YPzqSEwJvAIQ6nMs1cjY,ILLENIUM,In Your Arms (with X Ambassadors),2019-08-16,0.404,0.806,2,-4.75,1,0.0496,0.198,0,0.114,0.112,148.036,75
61,spotify:track:1Cv1YLb4q0RzL6pybtaMLo,Surfaces,Sunday Best,2019-01-06,0.878,0.525,5,-6.832,1,0.0578,0.183,0,0.0714,0.694,112.022,85
62,spotify:track:1mpD5Q8IM32I4bF6eCpU74,Khalid,Up All Night,2019-11-14,0.665,0.712,1,-7.536,1,0.0527,0.00103,0.00342,0.102,0.669,93.989,77
63,spotify:track:2b8fOow8UzyDFAE27YhOZM,Maroon 5,Memories,2019-09-20,0.764,0.32,11,-7.209,1,0.0546,0.837,0,0.0822,0.575,91.019,89
64,spotify:track:4fwo6czG5nvOQMzhOto1ya,Diplo,Lonely,2019-09-27,0.738,0.717,1,-5.121,1,0.0573,0.062,0,0.205,0.5,98.047,12
65,spotify:track:02VHspkXhhH1QCInRWWIfr,Drax Project,Catching Feelings (feat. Six60),2019-09-04,0.397,0.524,3,-5.846,1,0.103,0.607,0,0.157,0.343,175.562,63
66,spotify:track:6S1IgeHxxOT9qVWnmsdGxe,James Arthur,Treehouse (feat. Shotty Horroh),2019-09-06,0.691,0.733,6,-5.02,1,0.0368,0.184,0,0.341,0.797,153.976,74
67,spotify:track:4VginDwYTP2eaHJzO0QMjG,Post Malone,Circles,2019-08-30,0.704,0.758,0,-3.537,1,0.0402,0.233,0.00144,0.0924,0.534,120.003,2
68,spotify:track:2grAr8pWMuLWn8ZYEE9wDV,Tones And I,Never Seen the Rain,2019-07-15,0.485,0.461,9,-5.646,1,0.0444,0.44,0,0.232,0.324,87.009,66
69,spotify:track:7jaDLcrbilPxoH4mIcYyB3,Andy Grammer,I Found You,2019-07-12,0.728,0.701,1,-6.58,1,0.0406,0.0945,2.08e-05,0.181,0.413,137.97,0
70,spotify:track:6oJ6le65B3SEqPwMRNXWjY,Kygo,Higher Love,2019-06-28,0.693,0.678,8,-7.159,1,0.0324,0.0154,6.05e-06,0.101,0.404,103.952,82
71,spotify:track:05CwHjIk71RXVU40boRMnR,The Chainsmokers,Call You Mine,2019-05-31,0.591,0.702,7,-5.59,1,0.0289,0.225,0,0.414,0.501,104.003,6
72,spotify:track:2kAIpGWnlFLQh48iut6Zzq,Khalid,Free Spirit,2019-04-05,0.627,0.446,2,-9.477,0,0.0332,0.308,0.00077,0.111,0.11,139.994,75
73,spotify:track:4Gcv5SsxnQWpmOnUI19EJk,Gryffin,All You Need To Know (feat. Calle Lehmann),2019-03-27,0.513,0.788,0,-4.629,1,0.0364,0.00968,0,0.11,0.234,139.987,75
74,spotify:track:2qfEcCkEo5NscA9GL7ER72,Martin Jensen,Nobody,2019-03-01,0.673,0.687,6,-5.295,0,0.0623,0.269,0,0.181,0.524,96.964,75
75,spotify:track:1tNJrcVe6gwLEiZCtprs1u,Dominic Fike,3 Nights,2018-10-16,0.815,0.518,7,-6.594,0,0.0897,0.223,0,0.104,0.877,151.891,80
76,spotify:track:7nDYw1nNAW4dAqgmW2W3tq,Hozier,Almost (Sweet Music),2019-01-16,0.384,0.689,7,-5.598,1,0.197,0.0217,2.24e-06,0.204,0.702,179.823,4
