Index,Track URI,Artist Name,Track Name,Release Date,Danceability,Energy,Key,Loudness,Mode,Speechiness,Accousticness,Instrumentalness,Liveness,Valence,Tempo,popularity
15,spotify:track:2EpDmvIksfaT9X0EUKMOs3,Sandy e Junior,Quando Você Passa (Turu Turu) - Ao Vivo,2007-09-23,0.663,0.536,0,-9.14,1,0.0241,0.781,0,0.927,0.433,92.981,45
16,spotify:track:2PSsjdKe42nE7gZYA1c6fu,MC Marcinho,Rap glamurosa,2008-03-03,0.812,0.796,7,-6.322,1,0.038,0.0933,0.000603,0.122,0.96,130.061,0
17,spotify:track:4loSpml4rzeFM1fDJb0Upe,MC Leozinho,Ela Só Pensa Em Beijar,2006-01-01,0.854,0.708,10,-7.298,0,0.073,0.0431,0,0.0849,0.919,128.967,0
18,spotify:track:3vSp8nnsu8xgMMjtzrtBi3,MC Leozinho,Copo De Vinho,2012-06-10,0.836,0.91,0,-5.343,1,0.0492,0.126,0,0.866,0.728,128.999,45
19,spotify:track:3esCdZSiOake3XzrnG2xDf,MC Leozinho,Tô Tranquilão,2012-06-10,0.772,0.799,11,-5.494,1,0.0606,0.174,0,0.299,0.502,129.151,47
20,spotify:track:3yUZ4CGkhEzAtX8DCINb8E,Skank,Pacato Cidadão / Let 'Em In,2013-01-28,0.751,0.723,0,-11.631,1,0.0644,0.119,0.0149,0.044,0.839,99.215,35
21,spotify:track:1dajGKk9xX9zU9KftcKFPf,Sandy e Junior,Não Dá Pra Não Pensar,2001-01-01,0.749,0.741,9,-5.04,1,0.0364,0.217,2.13e-06,0.111,0.572,102.891,0
22,spotify:track:0Dmm6ol6mD6nB0j72HYnOf,Claudinho & Buchecha,Nosso Sonho,2005-01-01,0.807,0.705,9,-6.975,1,0.0411,0.0209,0,0.119,0.78,128.161,0
23,spotify:track:1x0GqEv8DVfSEN884jXlPG,MC Marcinho,Catucar - Ao Vivo,2003-03-09,0.909,0.789,1,-5.359,0,0.325,0.543,0,0.106,0.891,129.87,0
24,spotify:track:5ydadqcPRwUbj74aCblGEb,MC Marcinho,Quero Seu Amor - Ao Vivo,2003-03-09,0.839,0.795,4,-6.789,1,0.0652,0.501,0,0.348,0.937,127.925,0
25,spotify:track:2Mcpyx1gpVtrUdkAu2Nk2K,MC Marcinho,100% Funk - Ao Vivo,2003-03-09,0.722,0.709,1,-5.385,0,0.227,0.202,0,0.341,0.696,94.886,0
26,spotify:track:3Ozt5km8nVlZYNxK6Yy5ek,MC Marcinho,Favorita (Ao Vivo),2012-01-04,0.766,0.675,8,-9.879,1,0.0452,0.424,0,0.875,0.903,130.037,0
27,spotify:track:1DJWogQficFznM4PvG46xI,MC Marcinho,Baianidade Nagô (Ao Vivo),2012-01-04,0.697,0.656,4,-6.387,1,0.0482,0.308,2.22e-06,0.253,0.778,97.955,0
28,spotify:track:1AIanAUvCnVLdIVqi01df1,Carrossel de Emoções,Corpo Nú,2015-09-02,0.756,0.766,9,-5.001,1,0.0422,0.6,0,0.348,0.806,133.965,0
29,spotify:track:529ET1m3uxXeJpk1oDIhs5,Cássia Eller,All Star - Show Luz Do Solo,2012-01-01,0.348,0.271,9,-11.433,1,0.0425,0.884,0,0.57,0.259,163.722,39
30,spotify:track:62Ottm5wEyjhS1k3Kd4MUv,Ivete Sangalo,Não Precisa Mudar - Ao Vivo,2006-01-01,0.529,0.827,0,-7.118,1,0.0362,0.577,1.47e-05,0.468,0.676,90.048,0
31,spotify:track:37CGIAIJhImZBP2IloaAzf,Marcelo D2,A Procura Da Batida Perfeita - Sao Benitez Bossa Mix,2012-04-30,0.691,0.972,8,-3.162,0,0.0488,0.0117,0.606,0.279,0.795,110.008,0
32,spotify:track:7aK3fZW2USsiQNNx0T8zDC,Natiruts,Desenho de Deus - Ao Vivo,2015-10-16,0.391,0.825,9,-6.674,1,0.0404,0.373,0.00202,0.523,0.574,145.846,0
33,spotify:track:1Nhu1dKQ0kBZKmZcQyvtNK,Natiruts,Presente de um Beija-Flor - Ao Vivo,2015-10-16,0.613,0.884,2,-6.436,0,0.0568,0.18,0.000451,0.877,0.797,144.12,0
34,spotify:track:52iOWs4B2k3t0GQJWTxTAQ,Natiruts,Um Anjo do Céu - Ao Vivo,2015-10-16,0.545,0.798,11,-6.679,1,0.0401,0.0805,1.21e-05,0.687,0.663,139.9,0
35,spotify:track:79MW4NfT6CrWb83r81KQVa,Natiruts,A Sombra da Maldade - Ao Vivo,2015-10-16,0.675,0.85,0,-7.087,0,0.0288,0.0645,2.92e-05,0.941,0.772,111.992,0
36,spotify:track:5K398ueuvWIDHq41ZKUP2P,Natiruts,O Carcará e a Rosa - Ao Vivo,2012-09-17,0.773,0.586,5,-7.642,1,0.0316,0.398,0.000113,0.154,0.739,139.981,53
37,spotify:track:3FVbCkeHiaG6ljtI37OUrb,Natiruts,Deixa o Menino Jogar - Ao Vivo,2012-09-17,0.643,0.623,6,-6.949,0,0.0351,0.266,6.25e-06,0.691,0.526,141.912,55
38,spotify:track:1Cml3fnCNLZUC1EEtkcgVb,Anitta,Bang,2015-10-13,0.896,0.847,11,-4.005,0,0.0414,0.18,0.019,0.0679,0.805,104.996,57
39,spotify:track:7yAwFhtyKi51mACxTqOiu7,Onze:20,Sem Medo de Amar,2014-10-21,0.645,0.636,6,-6.434,1,0.0702,0.172,0,0.173,0.907,169.848,50
40,spotify:track:38IXLHGxQknuYcOgpHdzy4,Onze:20,Querendo Te Encontrar,2014-10-21,0.443,0.381,3,-8.75,1,0.0345,0.664,0,0.115,0.323,64.026,51
41,spotify:track:0WKqlUwMcxvJj8HS5Kah7Q,Onze:20,Pra Você,2013-12-03,0.546,0.588,0,-7.004,0,0.047,0.323,0,0.389,0.613,140.087,53
42,spotify:track:0ueSj6goFDHHKCADDz56H4,Onze:20,Meu Lugar,2012-09-03,0.733,0.765,10,-7.195,1,0.0372,0.0568,0,0.428,0.95,91.996,60
43,spotify:track:4SrXpaZtMokUhhFkgzDMpK,Onze:20,Não Vai Voltar,2012-09-03,0.641,0.617,5,-7.411,0,0.0307,0.413,0,0.112,0.941,139.942,55
44,spotify:track:69bp2EbF7Q2rqc5N3ylezZ,Justin Bieber,Sorry,2015-11-13,0.654,0.76,0,-3.669,0,0.045,0.0797,0,0.299,0.41,99.945,2
45,spotify:track:5bldrrpdHrTeaWNT1Kp5xs,Justin Bieber,What Do You Mean? - Acoustic,2015-11-13,0.773,0.358,8,-10.634,1,0.044,0.794,0,0.104,0.756,124.934,0
46,spotify:track:3pzjHKrQSvXGHQ98dx18HI,Justin Bieber,What Do You Mean?,2015-11-13,0.845,0.567,5,-8.118,0,0.0956,0.59,0.00142,0.0811,0.793,125.02,3
47,spotify:track:463EaoLaoLfyH6pplOnjLB,Marisa Monte,Não Vá Embora - 2004 Digital Remaster;,2000-01-01,0.435,0.643,4,-8.365,0,0.0874,0.187,0.00154,0.0948,0.798,165.999,3
48,spotify:track:2P8UuYJP6xrKuYJJ9SfmTy,Banda Eva,Nayambing Blues (Trem Do Amor),1998-01-01,0.618,0.471,6,-8.542,1,0.07,0.172,2.15e-05,0.146,0.484,141.517,0
49,spotify:track:61W3zif9WcOskJzqPYgRBC,Terra Samba,Deus E Brasileiro - Live,2005-01-01,0.425,0.941,9,-6.699,1,0.0894,0.166,0,0.45,0.265,103.756,0
50,spotify:track:5HA2LPjgWdYAj6XmaL3ZT6,Timbalada,A Luz De Tieta,2005-01-01,0.398,0.931,8,-8.165,1,0.277,0.609,0,0.959,0.364,112.121,0
51,spotify:track:5spTlTfuPTOgF49ijRj5Tz,Bamdamel,Prefixo de verão,2006-12-30,0.615,0.586,6,-5.953,0,0.0338,0.399,0,0.0576,0.744,95.223,36
52,spotify:track:6BCtwdnf9xs0TIEPQpQfiQ,Bamdamel,Crença e fé,2006-12-30,0.753,0.778,11,-7.733,0,0.071,0.18,0,0.067,0.964,158.016,21
53,spotify:track:5WV7w9L8ywqXCY5sl1sWvY,Cheiro de Amor,Auê - Live,2008-01-01,0.781,0.742,0,-8.274,1,0.0777,0.236,0,0.702,0.713,114.936,25
54,spotify:track:12OXy8fOKLd8PZiT9jhaty,Banda Eva,Toda Linda - Ao Vivo,2007,0.782,0.825,5,-8.129,1,0.0597,0.557,5.12e-05,0.0735,0.945,110.001,34
55,spotify:track:5uszuNvVvkVXuQB4VEIzG5,Banda Eva,Circulou,2012-01-20,0.761,0.723,0,-8.358,1,0.0353,0.637,1.52e-06,0.115,0.934,113.027,43
56,spotify:track:3TUiw7KuX3j4VTvbS8qKe5,MC Marcinho,Eu se quero ser feliz,2008-03-03,0.954,0.768,7,-11.036,1,0.0805,0.0128,0,0.124,0.815,129.03,0
57,spotify:track:0pnrx9K3Q9goF88oPFoykU,Só Pra Contrariar,Domingo - Ao Vivo,2013-10-14,0.721,0.897,7,-7.401,1,0.0468,0.578,1.18e-05,0.708,0.587,99.979,54
58,spotify:track:1Gr1zQo7G5BOECr9aUYjeQ,MC Marcinho,Tudo É Festa (Ao Vivo),2012-01-04,0.799,0.904,6,-5.86,0,0.0379,0.398,0,0.432,0.963,130.038,0
59,spotify:track:2mrfojw0JAGsJqbN3253WH,Buchecha,Só love - Participação especial de Paralamas do Sucesso,2015-09-25,0.731,0.719,0,-5.555,0,0.0255,0.0295,2.15e-06,0.0784,0.888,135.052,11
60,spotify:track:2coxlAb4MdWJ9br51D0qn7,Kelly Key,Baba,2001-08-17,0.968,0.6,11,-5.679,0,0.0981,0.0418,0,0.0585,0.907,111.951,52
61,spotify:track:01EWJeD3oBR21pV2JECHAi,Netinho,Prefixo De Verão / We Are The World Of Carnaval / Um Frevo Novo - Ao Vivo,2013-01-01,0.33,0.866,5,-9.019,1,0.0982,0.0137,6.52e-05,0.9,0.573,171.306,15
62,spotify:track:5Bn6W4bwH7Bw5nMvn8V4xF,Anitta,Essa mina é louca (Participação especial de Jhama),2015-10-13,0.645,0.806,6,-4.543,1,0.0844,0.386,0,0.118,0.904,189.887,55
63,spotify:track:41nIXd2tOFLDOOvK3ZgF6a,Família MV,Malícia,2015-12-23,0.579,0.623,10,-7.301,1,0.0993,0.232,0,0.319,0.841,176.072,19
64,spotify:track:3hB5DgAiMAQ4DzYbsMq1IT,Justin Bieber,Love Yourself,2015-11-13,0.609,0.378,4,-9.828,1,0.438,0.835,0,0.28,0.515,100.418,2
65,spotify:track:7FkCr0H7KHU4938kZaa2qI,Cheiro de Amor,Doce Obsessão - Live,2008-01-01,0.82,0.763,4,-6.386,0,0.0932,0.117,0.000138,0.335,0.777,105.859,30
66,spotify:track:6ggN5k9UzQhmrck33ihV5o,Cheiro de Amor,Olha Eu Aí / Pureza Da Paixão / Doce Obsessão - Live,2005-01-01,0.633,0.849,7,-8.983,1,0.0571,0.0739,5.34e-05,0.312,0.665,105.992,23
67,spotify:track:2gPkly9AN7f2ZgICLQgTSO,Cheiro de Amor,Doce Obsessão,2005-01-01,0.758,0.821,5,-5.822,1,0.0388,0.0869,0.00128,0.156,0.928,98.043,0
68,spotify:track:1jTQ10igsDvLBp8CVo9Dbh,The Weeknd,The Hills - Remix,2015-10-11,0.653,0.641,0,-6.689,0,0.143,0.0586,0,0.0999,0.355,112.789,0
69,spotify:track:2fouwOFRsS5LmrCJVLe40X,O Rappa,Anjos (Pra quem tem fé) - Versão completa,2013-05-14,0.601,0.865,10,-4.153,0,0.045,0.106,0.000188,0.165,0.46,105.02,46
70,spotify:track:3FrX3mx8qq7SZX2NYbzDoj,David Guetta,Who's That Chick? (feat. Rihanna),2010-12-03,0.675,0.601,11,-4.733,0,0.116,0.00372,0,0.0458,0.931,127.938,54
71,spotify:track:37FRBYTfITr3b3ijXGvPki,Pixote,Pot-Pourri: Idem / Frenesi / Nuance - Ao Vivo,2007-10-01,0.431,0.843,4,-5.725,0,0.241,0.422,0,0.977,0.49,98.327,45
72,spotify:track:5lEgVd1KFeYiWm62zNXvjl,Biel,Química,2015-11-27,0.895,0.805,6,-4.336,0,0.0682,0.124,0,0.0467,0.962,120.007,31
73,spotify:track:2BxlM3TqHrmo3BgDyRyqX6,Biel,Demorô,2015-06-09,0.848,0.758,1,-4.605,0,0.0554,0.191,0,0.084,0.851,97.016,20
74,spotify:track:4tlqGrCS0PdlDPHyWPkgMR,Daniela Mercury,Nobre Vagabundo,1991-01-01,0.788,0.435,10,-9.055,1,0.232,0.628,1.22e-06,0.0869,0.81,80.929,52
75,spotify:track:0vr2Y0GaDm0in5cjOv1iPB,Daniela Mercury,Você Não Entende Nada / Cotidiano,1993-04-30,0.704,0.646,10,-14.943,1,0.0429,0.17,0.0115,0.0645,0.963,91.5,35
76,spotify:track:4j78OE8Tn6ymwYufe7RroI,Inimigos Da HP,Caça E Caçador - Live,2004-01-01,0.527,0.895,2,-5.584,1,0.0356,0.254,0,0.961,0.771,100.937,47
77,spotify:track:2P8ZWb2Kogs49X7nYh8XD3,Inimigos Da HP,"Nosso Filme - Live From Tom Brasil,Săo Paulo,Brazil/2006",2006-01-01,0.447,0.44,11,-7.261,0,0.0308,0.552,0,0.485,0.194,140.068,39
78,spotify:track:109AZuGAl3xtTgxwbonnEb,Swing & Simpatia,Toda Noite - Eu e Você - Ao Vivo,2006-03-16,0.483,0.912,7,-7.164,0,0.0968,0.474,0,0.823,0.526,106.286,39
79,spotify:track:50mawjudhEofTcUIpRmGXr,Grupo Revelação,Deixa Acontecer,2009-07-01,0.649,0.785,11,-6.588,0,0.0347,0.607,0,0.797,0.965,92.982,65
80,spotify:track:7MiSFImFuHFeQqeaSNh9wt,Emicida,Baiana (feat. Caetano Veloso),2015-08-07,0.78,0.509,1,-9.196,1,0.0466,0.457,0.00611,0.111,0.755,150.004,0
81,spotify:track:7cnm6MnAwwnf52Jy47WTGN,Emicida,Passarinhos (feat. Vanessa Da Mata),2015-08-07,0.752,0.678,1,-6.261,0,0.123,0.048,0,0.0971,0.689,159.97,0
82,spotify:track:3mTUqLbtWm2DAEwvQTyu4d,Projota,Ela Só Quer Paz,2016-01-27,0.667,0.669,0,-4.531,0,0.165,0.0173,0,0.0737,0.939,172.019,0
83,spotify:track:14WWzenpaEgQZlqPq2nk4v,Rihanna,Work,2016-01-28,0.725,0.534,11,-6.238,1,0.0946,0.0752,0,0.0919,0.558,91.974,3
84,spotify:track:2Ef5hzCAhb4UrbTleXGMzt,Pato Fu,Antes Que Seja Tarde,1998-04-01,0.713,0.844,1,-6.134,0,0.0359,0.0419,0.0016,0.0524,0.888,94.898,37
85,spotify:track:3ungaAVyyIln2g1Fju4Gzv,Marisa Monte,Na Estrada,1994-01-01,0.44,0.79,9,-9.3,1,0.0345,0.206,0.000241,0.342,0.967,177.381,0
86,spotify:track:18fTEyZ41dkbaZLFkWi1UK,Tribalistas,Carnavalia - Remastered,2002-01-01,0.579,0.832,0,-5.905,0,0.0338,0.29,0.00263,0.388,0.736,81.89,2
87,spotify:track:0Dqd8e4lCG1EYPmyzzR53I,Adriana Calcanhotto,Esquadros,1992-07-21,0.458,0.319,9,-8.505,1,0.0398,0.839,1.79e-06,0.0876,0.482,86.945,57
88,spotify:track:37Z5WN0siOyxgTl5h1dk8J,Adriana Calcanhotto,Maresia - Ao Vivo,2000-04-17,0.813,0.736,8,-5.567,1,0.0322,0.204,3.87e-06,0.0997,0.895,132.0,48
89,spotify:track:0UBsUqn98Zl0HZyFU8fZW2,Maria Gadú,Shimbalaiê - Ao Vivo,2010-11-20,0.439,0.538,0,-8.522,1,0.0304,0.799,0,0.744,0.242,94.299,38
90,spotify:track:0YBq701BXkMaK6V5UyvOpT,A Banda Mais Bonita da Cidade,Oração,2011-11-01,0.425,0.474,7,-7.806,1,0.0314,0.613,2.44e-06,0.228,0.379,128.631,61
91,spotify:track:6VpyfMRlXPpOydHl69oKgq,Mc João,Baile de Favela - DJ R7 Mix,2016-01-15,0.817,0.593,7,-5.858,1,0.341,0.25,0,0.0455,0.711,130.144,47
92,spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn,Twenty One Pilots,Stressed Out,2015-05-15,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,84
93,spotify:track:1reVP49LT6RsV6kYY9lTZz,Hanson,MMMBop,2005-01-01,0.685,0.948,9,-5.182,1,0.0457,0.00513,0.00347,0.17,0.628,104.881,0
94,spotify:track:1HCPjfa02m5JwcO37LHfYb,Thalia,I Want You,2003-01-01,0.803,0.773,0,-3.628,1,0.121,0.0107,0,0.0632,0.708,91.915,51
95,spotify:track:5HbCnVLXRyZVxnreOPgJCK,Avril Lavigne,Girlfriend,2007-04-17,0.56,0.959,7,-2.433,1,0.102,0.000738,0.000206,0.209,0.67,163.983,0
96,spotify:track:0qhCDQuqUm6wbJjAk7SlHR,Avril Lavigne,Rock N Roll,2013-11-06,0.457,0.954,0,-3.333,0,0.127,0.00841,6.99e-05,0.29,0.69,184.075,0
97,spotify:track:08p0wI6WEEiijZFtEd7ZrB,Avril Lavigne,Losing Grip,2002-06-14,0.534,0.893,8,-4.634,0,0.107,0.00134,5.6e-06,0.0777,0.565,158.34,0
98,spotify:track:34xZFT7artr3SGqgSoR88L,Avril Lavigne,Complicated,2002-06-14,0.582,0.758,5,-5.951,1,0.0464,0.0615,8.41e-06,0.309,0.413,77.982,0
99,spotify:track:72xAOu19pscktfelsR5iKo,Avril Lavigne,Mobile,2002-06-14,0.594,0.744,9,-5.998,1,0.03,0.00125,0.0122,0.11,0.644,100.409,0
100,spotify:track:4ipf3ClHsR0RZeU5IibFud,Avril Lavigne,Anything but Ordinary,2002-06-14,0.646,0.678,9,-5.595,0,0.0375,0.0371,0,0.0899,0.638,122.991,0
101,spotify:track:6hMDY08556VskoHLsevvBt,Avril Lavigne,Nobody's Fool,2002-06-14,0.387,0.876,4,-6.0,1,0.0886,0.000811,1.88e-06,0.128,0.491,179.765,0
102,spotify:track:1t7iyPoQ6UBlNxPq0Gt9Xl,Avril Lavigne,My World,2002-06-14,0.593,0.918,1,-5.208,1,0.0499,0.00468,0,0.0869,0.695,102.891,0
103,spotify:track:7h9siUh9AHiFOGW5eWEgrc,Avril Lavigne,Things I'll Never Say,2002-06-14,0.576,0.801,2,-5.152,1,0.0326,0.000599,1.08e-06,0.111,0.578,101.982,0
104,spotify:track:5fknWuGb2l1ttkkssGKSFA,J Balvin,Ginza - Anitta Remix,2016-01-29,0.824,0.833,10,-5.613,0,0.0675,0.0539,0.00192,0.098,0.867,101.975,0
105,spotify:track:69uxyAqqPIsUyTO8txoP2M,Coldplay,Adventure of a Lifetime,2015-12-04,0.638,0.924,7,-3.887,1,0.036,0.00205,0.000175,0.149,0.53,111.995,75
106,spotify:track:3RiPr603aXAoi4GHyXx0uy,Coldplay,Hymn for the Weekend,2015-12-04,0.491,0.693,0,-6.487,0,0.0377,0.211,6.92e-06,0.325,0.412,90.027,78
107,spotify:track:0FDzzruyVECATHXKHFs9eJ,Coldplay,A Sky Full of Stars,2014-05-19,0.545,0.675,6,-6.474,1,0.0279,0.00617,0.00197,0.209,0.162,124.97,78
108,spotify:track:7fcgisGFCr4mfbfNSztr84,Coldplay,Viva La Vida,2008-11-24,0.489,0.615,5,-7.185,0,0.0286,0.113,4.41e-06,0.156,0.456,138.008,58
109,spotify:track:2FbmJu9obAOMB3PCv2oic7,Coldplay,Lost+ (with Jay-Z),2008-11-24,0.257,0.805,7,-7.025,1,0.0559,0.0081,0.494,0.357,0.39,175.251,41
110,spotify:track:2U8g9wVcUu9wsg6i7sFSv8,Coldplay,Every Teardrop Is a Waterfall,2011-10-24,0.425,0.732,9,-6.883,1,0.0396,0.00194,0.0103,0.171,0.333,117.98,69
111,spotify:track:47Slg6LuqLaX0VodpSCvPt,Bruno Mars,Just the Way You Are,2010-10-05,0.637,0.843,5,-5.413,1,0.0432,0.0151,0,0.0876,0.434,109.012,78
112,spotify:track:5uA4ZpS2DTLwbHpKHlsSqd,Avril Lavigne,My Happy Ending,2004,0.414,0.936,2,-2.407,1,0.0758,0.00136,0,0.369,0.74,170.229,0
113,spotify:track:3U4isOIWM3VvDubwSI3y7a,John Legend,All of Me,2013-08-30,0.422,0.264,8,-7.064,1,0.0322,0.922,0,0.132,0.331,119.93,86
114,spotify:track:1yTQ39my3MoNROlFw3RDNy,Spice Girls,Say You'll Be There,1996-01-01,0.726,0.679,1,-6.219,1,0.0473,0.0149,1.49e-06,0.0837,0.751,107.02,65
115,spotify:track:1FhfMeQIQRIGPFBlEURkC6,Clayton Perry,Sunday Morning (Maroon 5 Cover),2011-07-14,0.747,0.251,8,-13.205,1,0.0381,0.512,0,0.0889,0.815,92.155,0
116,spotify:track:6jG2YzhxptolDzLHTGLt7S,Beyoncé,Drunk in Love (feat. Jay-Z),2014-11-24,0.589,0.621,5,-6.902,0,0.0468,0.00969,0.00104,0.181,0.401,140.03,71
117,spotify:track:4TEVYGrLOKCpZtdFl7RtcS,Marisa Monte,Vilarejo,2006-01-01,0.631,0.496,1,-10.194,1,0.0289,0.869,6.95e-05,0.15,0.77,134.935,5
118,spotify:track:55x74Y7S3Ujua0npAoXH6n,Chimarruts,Pra ela,2006,0.855,0.363,9,-10.785,1,0.0586,0.0718,0.000203,0.0499,0.795,119.862,43
119,spotify:track:1G7DcLzPnopdZjLkev0K4e,Beyoncé,Irreplaceable,2006-09-04,0.576,0.697,10,-4.192,1,0.326,0.0286,1.15e-06,0.167,0.501,175.906,62
120,spotify:track:0Sl8C9oeS3b5Kv9bSvTPDr,Jamie xx,Loud Places,2015-06-01,0.647,0.626,8,-10.753,0,0.0424,0.00422,0.323,0.122,0.185,109.015,37
121,spotify:track:7ix6BNbQwfYrpWRNZiLbHv,Mc Gui,Sonhar,2015-05-01,0.544,0.497,7,-11.297,1,0.0416,0.532,0,0.733,0.352,118.036,20
122,spotify:track:6BOtDFg6GJm0rPUDuNmx57,Fetty Wap,Wake Up,2016-04-22,0.647,0.673,5,-5.992,1,0.176,0.172,0,0.223,0.527,179.971,55
123,spotify:track:3ZFTkvIE7kyPt6Nu3PEa7V,Shakira,Hips Don't Lie (feat. Wyclef Jean),2005-11-28,0.778,0.824,10,-5.892,0,0.0712,0.284,0,0.405,0.756,100.024,83
124,spotify:track:1HR4j4MPhXLoHcVr2IJmLX,Shakira,Gypsy - Live Version,2011-12-05,0.618,0.718,6,-6.532,1,0.0638,0.433,7.22e-06,0.747,0.244,93.963,35
125,spotify:track:3JCZt1TlK9M7yqOIx3AZUd,Rosana,A fuego lento,2007-07-10,0.673,0.869,10,-4.566,1,0.0975,0.513,0,0.157,0.728,119.106,53
126,spotify:track:2ZWl73zeRezk3hq4hZOda9,Sandy e Junior,Nada É Por Acaso - Ao Vivo,2002-01-01,0.528,0.897,11,-3.786,1,0.0527,0.151,0,0.924,0.404,90.486,0
127,spotify:track:4amnhOoWTWMM8eJZ5wFZgO,Sandy e Junior,O Amor Faz - Ao Vivo,2002-01-01,0.528,0.777,9,-4.384,1,0.0299,0.14,9.52e-06,0.794,0.275,91.425,0
128,spotify:track:6wpqZ0satEYm4iPhuXChjz,Sandy e Junior,Eu Acho Que Pirei - Live,2000-01-01,0.712,0.88,4,-4.499,1,0.0594,0.0836,0,0.247,0.658,110.181,0
129,spotify:track:6RtPijgfPKROxEzTHNRiDp,MAGIC!,Rude,2014-06-25,0.774,0.756,1,-4.995,1,0.0389,0.0423,0,0.305,0.931,144.032,79
130,spotify:track:4WjH9Bzt3kx7z8kl0awxh4,Major Lazer,Lean On (feat. MØ & DJ Snake),2015-05-29,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,0
131,spotify:track:4qABfS1RaGVXdBhj2BQyhO,Galantis,Runaway (U & I),2014-10-05,0.506,0.805,1,-4.119,1,0.0469,0.00711,0.00193,0.0856,0.383,126.008,56
132,spotify:track:1xOciQno6i6vGvwr6tSuJS,Colbie Caillat,Brighter Than The Sun,2011-01-01,0.637,0.774,9,-5.884,1,0.0345,0.00936,0,0.262,0.575,95.987,0
133,spotify:track:6txWz9UapYHVxEd7dDIHXT,Blind Melon,No Rain,1992-01-01,0.389,0.476,9,-9.342,1,0.0316,0.619,5.09e-05,0.255,0.566,148.117,74
134,spotify:track:4lOiCEFuy3ZCI6R0DJ8nXe,Jubel Sax,Jubel,2014-02-12,0.635,0.634,0,-6.842,1,0.0357,0.0265,0.122,0.0872,0.185,125.047,30
135,spotify:track:4DHAPBFCJ6Y5xYwaaCEFqT,Florence + The Machine,Shake It Out - Acoustic,2011-01-01,0.547,0.395,5,-5.363,1,0.0297,0.643,0,0.115,0.356,104.493,52
